File Length , Non-Buffered Time Taken (ns)
137900 , 281339915
138000 , 281876487
138100 , 282594661
138200 , 280581395
138300 , 282009264
138400 , 282272802
138500 , 281892488
138600 , 283375579
138700 , 282889092
138800 , 283939726
138900 , 284758390
139000 , 283775458
139100 , 282008174
139200 , 283484569
139300 , 281765549
139400 , 282977180
139500 , 282075100
139600 , 283015161
139700 , 282761787
139800 , 283232493
139900 , 284461848
140000 , 285024795
140100 , 285605029
140200 , 286383922
140300 , 287282685
140400 , 287634990
140500 , 287193566
140600 , 288159135
140700 , 287468121
140800 , 285611424
140900 , 285193945
141000 , 285121837
141100 , 285396593
141200 , 286678669
141300 , 285894582
141400 , 286072192
141500 , 287342867
141600 , 286255972
141700 , 286088358
141800 , 289322974
141900 , 288743489
142000 , 289800568
142100 , 288551735
142200 , 291250217
142300 , 289959518
142400 , 292795004
142500 , 292201981
142600 , 290461291
142700 , 289883442
142800 , 291049225
142900 , 291473958
143000 , 290289449
143100 , 288574914
143200 , 289550004
143300 , 288819374
143400 , 289450151
143500 , 291670092
143600 , 291590656
143700 , 292379469
143800 , 292132258
143900 , 293952959
144000 , 301088908
144100 , 294603227
144200 , 295665580
144300 , 293168174
144400 , 294943961
144500 , 294965971
144600 , 294067726
144700 , 293337272
144800 , 293807540
144900 , 295528858
145000 , 293175282
145100 , 293475866
145200 , 294758748
145300 , 295540764
145400 , 299835479
145500 , 295262603
145600 , 295256625
145700 , 294620796
145800 , 296704705
145900 , 297981518
146000 , 297175249
146100 , 297089981
146200 , 298635065
146300 , 296231556
146400 , 298693108
146500 , 296409993
146600 , 299333919
146700 , 299304332
146800 , 300498033
146900 , 301300617
147000 , 301045638
147100 , 299011352
147200 , 298688818
147300 , 297002797
147400 , 297103342
147500 , 299546971
147600 , 299630879
147700 , 299793836
147800 , 303151853
147900 , 302196961
148000 , 299432228
148100 , 299814022
148200 , 302971357
148300 , 303280331
148400 , 302400313
148500 , 300340359
148600 , 304256386
148700 , 304002001
148800 , 303639127
148900 , 306132688
149000 , 304297259
149100 , 302987455
149200 , 302017603
149300 , 301169653
149400 , 300916153
149500 , 303118727
149600 , 304696454
149700 , 304184413
149800 , 301924500
149900 , 304397774
150000 , 305060201
150100 , 305077574
150200 , 304197970
150300 , 305888367
150400 , 307820745
150500 , 305111935
150600 , 305752400
150700 , 307701736
150800 , 307140907
150900 , 307721855
151000 , 305323514
151100 , 307254855
151200 , 311171663
151300 , 309035667
151400 , 315343313
151500 , 311317717
151600 , 308597705
151700 , 309562077
151800 , 310698633
151900 , 314369817
152000 , 312527983
152100 , 308724524
152200 , 307877520
152300 , 308252721
152400 , 308315440
152500 , 311957509
152600 , 310676105
152700 , 314552915
152800 , 313169306
152900 , 312321339
153000 , 313030895
153100 , 313468088
153200 , 319718411
153300 , 311238164
153400 , 315873131
153500 , 313653412
153600 , 315442001
153700 , 315234439
153800 , 314298044
153900 , 314007760
154000 , 313396449
154100 , 314653921
154200 , 313807206
