Computer Manufacturer,Computer Model,Computer Serial Number,Firmware Manufacturer,Firmware Name,Firmware Description,Firmware Version,Firmware Release Date,BaseBoard Manufacturer,BaseBoard Model,BaseBoard Serial Number,BaseBoard Version,OS Type,OS Manufacturer,OS Family,OS Bitness,OS Version,OS Name,OS Total Process Count,OS Total Thread Count,Processor Vendor,Processor Name,Processor Frequency (GHz),Processor 64-bit,Processor Over-Clock Frequency (GHz),Processor Identifier,Processor Stepping,Processor Model,Processor Family,Number of Logical Processors,Number of Physical Processors,Number of Processor Sockets,Number of Context Switches,Number of Interrupts,CPU Temperature (*C),CPU Voltage (V),RAM Total Space (MB),RAM Available Space (MB),RAM Page Size (Byte),Virtual Memory Total Space (MB),Virtual Memory Used Space (MB),Virtual Memory Page-In Space (MB),Virtual Memory Page-Out Space (MB),Disk-1 Name,Disk-1 Model,Disk-1 Serial,Disk-1 Size (GB),Disk-1 Reads (MB),Disk-1 ReadBytes (MB),Disk-1 Writes (MB),Disk-1 WriteBytes (MB),Disk-1 Current Queue Length,Disk-1 Transfer Time,Disk-1 TimeStamp,Disk-1 Partition-1 Name,Disk-1 Partition-1 Type,Disk-1 Partition-1 Identification,Disk-1 Partition-1 UUID,Disk-1 Partition-1 Size (GB),Disk-1 Partition-1 Major,Disk-1 Partition-1 Minor,Disk-1 Partition-1 MountPoint,Disk-2 Name,Disk-2 Model,Disk-2 Serial,Disk-2 Size (GB),Disk-2 Reads (MB),Disk-2 ReadBytes (MB),Disk-2 Writes (MB),Disk-2 WriteBytes (MB),Disk-2 Current Queue Length,Disk-2 Transfer Time,Disk-2 TimeStamp,Disk-2 Partition-1 Name,Disk-2 Partition-1 Type,Disk-2 Partition-1 Identification,Disk-2 Partition-1 UUID,Disk-2 Partition-1 Size (GB),Disk-2 Partition-1 Major,Disk-2 Partition-1 Minor,Disk-2 Partition-1 MountPoint,Disk-2 Partition-2 Name,Disk-2 Partition-2 Type,Disk-2 Partition-2 Identification,Disk-2 Partition-2 UUID,Disk-2 Partition-2 Size (GB),Disk-2 Partition-2 Major,Disk-2 Partition-2 Minor,Disk-2 Partition-2 MountPoint,Disk-3 Name,Disk-3 Model,Disk-3 Serial,Disk-3 Size (GB),Disk-3 Reads (MB),Disk-3 ReadBytes (MB),Disk-3 Writes (MB),Disk-3 WriteBytes (MB),Disk-3 Current Queue Length,Disk-3 Transfer Time,Disk-3 TimeStamp
Dell Inc.,Inspiron 5520 (version: A14),unknown,Dell Inc.,BIOS,dmi:bvnDellInc.:bvrA14:bd05/13/2013:svnDellInc.:pnInspiron5520:pvrA14:rvnDellInc.:rn085M0K:rvrA00:cvnDellInc.:ct8:cvrA14:,A14,2013-05-13,Dell Inc.,085M0K,unknown,A00,LINUX,GNU/Linux,Ubuntu,64,18.04.3 LTS (Bionic Beaver) build 4.15.0-72-generic,GNU/Linux Ubuntu 18.04.3 LTS (Bionic Beaver) build 4.15.0-72-generic,310,1089,GenuineIntel,Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz,2.5,true,3.1,Intel64 Family 6 Model 58 Stepping 9,9,58,6,4,2,1,419440500,176786523,73.0,0.0,7845.68359375,2884.0234375,4096,2047.99609375,766.5859375,5.196130752563477,9.340096473693848,/dev/sdb,BUP_Slim_BK,NA7ZDZCW,931.5133891105652,0.003326416015625,149.1669921875,0.0,0.0,0,9860,1577009654567,sdb1,ntfs,/dev/sdb1,32A2895FA2892905,931.5107421875,8,17,/media/surajsn/Seagate\040Backup\040Plus\040Drive1,/dev/sda,ST9500325AS,S2WKFVPJ,465.7617416381836,0.2243175506591797,5080.0556640625,0.22439861297607422,9564.2587890625,0,2551012,1577009654570,sda1,vfat,/dev/sda1,0437-43F2,0.5,8,1,/boot/efi,sda2,ext4,/dev/sda2,08e8219b-aeee-48d2-be26-f87e6d222bb3,465.259765625,8,2,/,/dev/sr0,TSSTcorp_DVD+_-RW_SN-208BB,R8KL6GAC600TYF,0.9999995231628418,0.0,0.0,0.0,0.0,0,0,1577009654578
