String Length , Time Taken (ns)
151200 , 1679493044
151300 , 1672284349
151400 , 1666993099
151500 , 1655805260
151600 , 1664717500
151700 , 1682485159
151800 , 1672969314
151900 , 1664065231
152000 , 1684444767
152100 , 1677307666
152200 , 1679609682
152300 , 1684492871
152400 , 1676954095
152500 , 1690800006
152600 , 1695008103
152700 , 1680221889
152800 , 1684780821
152900 , 1702506790
153000 , 1692703154
153100 , 1706924879
153200 , 1707114256
153300 , 1700173443
153400 , 1710904574
153500 , 1714504364
153600 , 1710801238
153700 , 1714869905
153800 , 1715864496
153900 , 1711590872
154000 , 1703523721
154100 , 1726903912
154200 , 1723807633
154300 , 1715152054
154400 , 1731373611
154500 , 1810159629
154600 , 1736424829
154700 , 1729605939
154800 , 1777330772
154900 , 1731957111
155000 , 1746301699
155100 , 1737453610
155200 , 1740353918
155300 , 1776500371
155400 , 1803621985
155500 , 1763215300
155600 , 1751939786
155700 , 1754493612
155800 , 1754262443
155900 , 1761911513
156000 , 1758837766
156100 , 1760737360
156200 , 1762285774
156300 , 1783484948
156400 , 1790217244
156500 , 1779698566
156600 , 1778091927
156700 , 1781205630
156800 , 1782349175
156900 , 1787156690
157000 , 1789420624
157100 , 1804783503
157200 , 1796371589
157300 , 1790166235
157400 , 1796738525
157500 , 1797838191
157600 , 1790766591
157700 , 1811319529
157800 , 1818415352
157900 , 1811488180
158000 , 1807932834
158100 , 1830890843
158200 , 1811731288
158300 , 1822223104
158400 , 1817181178
158500 , 1825381796
158600 , 1821986707
158700 , 1831469620
158800 , 1833049593
158900 , 1825766370
159000 , 1842715527
159100 , 1842275143
159200 , 1839547514
159300 , 1836924153
159400 , 1838181553
159500 , 1849289664
159600 , 1862262284
159700 , 1842740600
159800 , 1872298987
159900 , 1860559531
160000 , 1866694988
160100 , 1865003192
160200 , 1865459723
160300 , 1867793821
160400 , 1872266048
160500 , 1868681363
160600 , 1870695655
160700 , 1873402644
160800 , 1892786654
160900 , 1881909868
161000 , 1889719201
161100 , 1890586251
161200 , 1874182617
161300 , 1899942677
161400 , 1911911947
161500 , 1898139562
161600 , 1902126141
161700 , 1897649733
161800 , 1897546736
161900 , 1902412649
162000 , 1912858631
162100 , 1903561516
162200 , 1921480704
162300 , 1919212852
162400 , 1914738588
162500 , 1913112141
162600 , 1932037278
162700 , 1923860366
162800 , 1935209836
162900 , 1920302281
163000 , 1945883139
163100 , 1932297542
163200 , 1938391680
163300 , 1940154027
163400 , 1935719763
163500 , 1952875117
163600 , 1964628573
163700 , 1950627623
163800 , 1946751844
163900 , 1945258346
164000 , 1964250489
164100 , 1960444517
164200 , 1965812635
164300 , 1975162115
164400 , 1963208961
164500 , 2010869562
164600 , 1973723290
164700 , 1984610668
164800 , 1979943349
164900 , 1986881478
165000 , 1976841532
165100 , 1982664564
165200 , 1978524241
165300 , 2011925191
165400 , 2582362262
165500 , 2014377177
165600 , 2055579083
165700 , 1976669003
165800 , 1987002208
165900 , 2001602869
166000 , 1999525227
166100 , 2005610382
166200 , 1980980634
166300 , 1999608351
166400 , 1997647036
166500 , 2002495993
166600 , 2016739238
166700 , 2005431459
166800 , 2007680330
166900 , 2037144087
167000 , 2012837178
167100 , 2018350818
167200 , 2087889604
167300 , 1995379391
167400 , 1998804635
167500 , 1978059627
167600 , 2003464371
167700 , 1999740406
167800 , 2006252678
167900 , 2006674205
168000 , 2006102016
168100 , 2022818349
168200 , 2004200529
168300 , 2010382476
168400 , 2005639415
168500 , 2019751248
168600 , 2017547851
168700 , 2032420544
168800 , 2036205953
168900 , 2017018704
169000 , 2007003252
169100 , 2029209343
169200 , 2030543008
169300 , 2029260850
169400 , 2037007098
169500 , 2037767247
169600 , 2040838138
169700 , 2056496202
169800 , 2062259133
169900 , 2038485745
170000 , 2046858028
170100 , 2050331085
170200 , 2048283800
170300 , 2064607838
170400 , 2053758960
170500 , 2076411564
170600 , 2070308056
170700 , 2072134457
170800 , 2079134433
170900 , 2063891373
171000 , 2064496151
171100 , 2079799722
171200 , 2072879751
171300 , 2084462922
171400 , 2089965356
171500 , 2079507864
171600 , 2084121896
171700 , 2084747158
171800 , 2106007142
171900 , 2094129576
172000 , 2105255556
172100 , 2103339356
172200 , 2121090262
172300 , 2117792125
172400 , 2123167237
172500 , 2110696332
172600 , 2116674212
172700 , 2115967688
172800 , 2129830351
172900 , 2106186742
173000 , 2120223097
173100 , 2139979938
173200 , 2138122738
173300 , 2135717645
173400 , 2136892824
173500 , 2140316215
173600 , 2135637348
173700 , 2154614744
173800 , 2130902104
173900 , 2156232374
174000 , 2148607715
174100 , 2155520029
174200 , 2157871989
174300 , 2167611964
174400 , 2168093454
174500 , 2168109660
174600 , 2181198825
174700 , 2164779099
174800 , 2170676186
174900 , 2156743611
175000 , 2189521841
175100 , 2175988388
175200 , 2179559607
175300 , 2187970914
175400 , 2190532193
175500 , 2190519243
175600 , 2189386230
175700 , 2189787726
175800 , 2197823717
175900 , 2199258337
176000 , 2205670436
176100 , 2232306749
176200 , 2206716698
176300 , 2211416412
176400 , 2220245817
176500 , 2220442734
176600 , 2208708751
176700 , 2215876984
176800 , 2231062569
176900 , 2245836810
177000 , 2222637848
177100 , 2231887820
177200 , 2235477757
177300 , 2232446561
177400 , 2245708235
177500 , 2250001758
177600 , 2239836650
177700 , 2242664785
177800 , 2247762941
177900 , 2235507603
178000 , 2259348094
178100 , 2252746273
178200 , 2257178583
178300 , 2255707863
178400 , 2265196290
178500 , 2261847050
178600 , 2253630875
178700 , 2344285004
178800 , 2288233386
178900 , 2279227510
179000 , 2293625223
179100 , 2285921596
179200 , 2275304312
179300 , 2286138684
179400 , 2305819793
179500 , 2291628368
179600 , 2299293016
179700 , 2299755264
179800 , 2295635229
179900 , 2303336725
180000 , 2308685425
180100 , 2303409794
180200 , 2307624101
180300 , 2308241905
180400 , 2328110486
180500 , 2317372492
180600 , 2323302440
180700 , 2316369015
180800 , 2336096541
180900 , 2319752303
181000 , 2347547808
181100 , 2339824966
181200 , 2332452494
181300 , 2332610041
181400 , 2323984997
181500 , 2342720847
181600 , 2335608277
181700 , 2365385399
181800 , 2357301167
181900 , 2353789593
182000 , 2352001488
182100 , 2362596746
182200 , 2365204995
182300 , 2376286738
182400 , 2373782795
182500 , 2370603136
182600 , 2363972316
182700 , 2364313811
182800 , 2363895240
182900 , 2396909812
183000 , 2386739935
183100 , 2381726696
183200 , 2393240136
183300 , 2388223157
183400 , 2380833543
183500 , 2397388794
183600 , 2399802050
183700 , 2398147670
183800 , 2418952002
183900 , 2398227619
184000 , 2418113680
184100 , 2420370848
184200 , 2408707905
184300 , 2410359827
184400 , 2418431758
184500 , 2421839006
184600 , 2423845724
184700 , 2436527176
184800 , 2438246296
184900 , 2422956960
185000 , 2421706499
185100 , 2439898830
185200 , 2439871794
185300 , 2456040838
185400 , 2462055214
185500 , 2471434776
185600 , 2459164384
185700 , 2444678634
185800 , 2454345755
185900 , 2461840045
186000 , 2466586857
186100 , 2471920171
186200 , 2475295061
186300 , 2488061861
186400 , 2481238119
186500 , 2499635308
186600 , 2462065008
186700 , 2488965125
186800 , 2490494849
186900 , 2500129215
187000 , 2494145420
187100 , 2493711242
187200 , 2500202157
187300 , 2497389269
187400 , 2501234718
187500 , 2500596133
187600 , 2515984917
187700 , 2502754826
187800 , 2503265756
187900 , 2522529542
188000 , 2509933387
188100 , 2517885286
188200 , 2514532703
188300 , 2537986751
188400 , 2532922420
188500 , 2543481931
188600 , 2528862815
188700 , 2530173819
188800 , 2537202812
188900 , 2539510459
189000 , 2531128502
189100 , 2551497825
189200 , 2557618512
189300 , 2545407543
189400 , 2533604656
189500 , 2567541645
189600 , 2554231239
189700 , 2562627650
189800 , 2568852811
189900 , 2564199617
190000 , 2578388952
190100 , 2565911895
190200 , 2571476412
190300 , 2583886162
190400 , 2578197915
190500 , 2580868349
190600 , 2601996210
190700 , 2597159899
190800 , 2600786386
190900 , 2608852199
191000 , 2642799936
191100 , 2620157059
191200 , 2597578306
191300 , 2596507967
191400 , 2615867076
191500 , 2610284460
191600 , 2629440290
191700 , 2622058740
191800 , 2624064531
191900 , 3037799820
192000 , 2911061342
192100 , 2767511934
192200 , 2704362325
192300 , 2534208126
192400 , 2537871529
192500 , 2522814612
192600 , 2529100250
192700 , 2526182622
192800 , 2551123416
192900 , 2552450570
193000 , 2557198145
193100 , 2538068086
193200 , 2545574503
193300 , 2538906435
193400 , 2578617086
193500 , 2568989298
193600 , 2553764230
193700 , 2566143759
193800 , 2558755371
193900 , 2575537874
194000 , 2570654062
194100 , 2571998626
194200 , 2570082307
194300 , 2565386506
194400 , 2609149094
194500 , 2593404635
194600 , 2585520888
194700 , 2599680627
194800 , 2591732941
194900 , 2576971355
195000 , 2596843408
195100 , 2603694537
195200 , 2611449822
195300 , 2591193803
195400 , 2620106947
195500 , 2606787474
195600 , 2620245177
195700 , 2606115532
195800 , 2618187458
195900 , 2612301730
196000 , 2628321248
196100 , 2625482047
196200 , 2631793987
196300 , 2633805068
196400 , 2636686308
196500 , 2644355204
196600 , 2626217008
196700 , 2650852078
196800 , 2642733684
196900 , 2650571025
197000 , 2642962765
197100 , 2654209887
197200 , 2628037719
197300 , 2652751010
197400 , 2659452502
197500 , 2672041454
197600 , 2664343402
197700 , 2674307995
197800 , 2683277743
197900 , 2669810290
198000 , 2687940265
198100 , 2673030923
198200 , 2697343014
198300 , 2685952081
198400 , 2679848375
198500 , 2681174934
198600 , 2699691800
198700 , 2713267796
198800 , 2692686264
198900 , 2716480724
199000 , 2716479855
199100 , 2703668414
199200 , 2711959752
199300 , 2713309974
199400 , 2718101755
199500 , 2727957109
199600 , 2707835730
199700 , 2721215531
199800 , 2743500083
199900 , 2727551028
200000 , 2720595360
